"","title","artist","top_peak","streak","entries","avgpos","sdpos","artist_clean","danceability","energy","song_key","loudness","song_mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration","time_signature","len","cat"
"530","Champagne Night","Lady A",33,14,7,74.7142857142857,18.1659021245849,"Lady A",0.523,0.927,4,-2.796,"1",-3.01797788250131,-3.60453830568019,5.98e-06,-1.78379129957888,0.939,149.929,185070,"4",6,"long"
"531","Champagne Poetry","Drake",4,7,7,48.4285714285714,29.6535551550456,"Drake",0.423,0.667,6,-7.012,"0",-1.12085789761543,-0.277071893339765,0,-1.40242374304977,0.496,86.743,336511,"4",5,"medium"
"532","Champagne Problems","Taylor Swift",21,2,7,49,29.0569732131152,"Taylor Swift",0.462,0.24,0,-12.077,"1",-3.27809518452817,-0.083381608939051,0,-2.1803674602698,0.32,171.319,244000,"4",12,"medium"
"533","Champion","NAV Featuring Travis Scott",86,1,7,86,0,"NAV",0.642,0.782,5,-3.395,"0",-3.04282388108784,-0.964955903855436,0,-2.22562405185792,0.396,162.005,195053,"4",3,"short"
"534","CHAMPION","DaBaby",85,1,7,85,0,"DaBaby",0.828,0.538,0,-6.067,"0",-1.07587280169862,-2.64507540194082,0,-2.15416508787577,0.56,145.071,132813,"4",6,"short"
"535","Champions","Kanye West, Gucci Mane, Big Sean, 2 Chainz, Travi$ Scott, Yo Gotti, Quavo, Desiigner",71,3,7,82.6666666666667,11.6031604889932,"Kanye West",0.692,0.774,6,-2.48,"0",-2.43497428103979,-2.77579385318873,0,-0.135819723142535,0.349,134.952,334253,"4",10,"medium"
"536","Championships","Meek Mill",70,1,7,70,0,"Meek Mill",0.488,0.803,6,-4.165,"0",-1.58474529984373,-2.54338357954698,0,-1.53711725085447,0.319,167.329,261743,"4",9,"short"
"537","Chanel","Frank Ocean",72,1,7,72,0,"Frank Ocean",0.776,0.503,0,-5.732,"0",-1.43969513784701,-0.134674903326602,0,-2.18925640768704,0.473,110.134,210285,"4",11,"short"
"538","Chanel (Go Get It)","Young Thug Featuring Gunna & Lil Baby",78,4,7,85.75,6.61437827766148,"Young Thug",0.938,0.5,4,-10.08,"0",-1.93794197940614,-6.30343931212881,0,-2.56394985712845,0.462,140.011,201707,"4",10,"medium"
"539","Change","J. Cole",21,2,7,52,32.1702203430918,"J. Cole",0.74,0.523,11,-10.753,"0",-1.45671682541644,-0.406465608441748,0.00142,-2.33510828469961,0.235,97.063,331480,"4",7,"medium"
"540","Change Lanes","Kevin Gates",68,1,7,68,0,"Kevin Gates",0.706,0.783,2,-5.337,"1",-0.858021823750179,-2.04794287462046,0,-2.35177533718482,0.513,130.195,205861,"4",11,"short"
"541","Change Your Life","Kehlani Featuring Jhene Aiko",80,1,7,80,0,"Kehlani",0.665,0.749,5,-6.526,"0",-2.48410696961744,-3.28341434600577,1.95e-06,-2.48051630148671,0.701,146.886,191129,"4",7,"short"
"542","Changed It","Nicki Minaj & Lil Wayne",71,1,7,71,0,"Nicki Minaj",0.807,0.64,11,-8.329,"0",-0.918793862092274,-0.465215112513938,0,-2.16282315061889,0.649,143.98,295653,"4",11,"short"
"543","Changes","XXXTENTACION",18,20,7,58.25,20.4862210228866,"XXXTENTACION",0.669,0.308,11,-10.068,"1",-3.54045944899566,-0.124430078378177,0,-2.31871447492393,0.52,64.934,121887,"4",12,"long"
"544","Chantaje","Shakira Featuring Maluma",51,18,7,73.816,15.179774319373,"Shakira",0.852,0.773,8,-2.921,"0",-2.55618785179296,-1.67664666212755,3.05e-05,-1.83885107676191,0.907,102.034,195840,"4",7,"long"
"545","Chaotic","Tate McRae",80,1,7,80,0,"Tate McRae",0.412,0.382,2,-7.023,"0",-3.00175034587955,-0.527632742082372,0,-2.37408109469912,0.318,81.493,178721,"3",10,"short"
"546","Chasin' You","Morgan Wallen",16,36,7,42.3888888888889,19.3909134765163,"Morgan Wallen",0.631,0.591,7,-5.785,"1",-3.58632286578884,-0.420071260497527,0,-2.20727491318972,0.489,97.074,205453,"4",13,"long"
"547","Chasing After You","Ryan Hurd With Maren Morris",23,30,7,53.7,24.5999669350538,"Ryan Hurd With Maren Morris",0.596,0.679,4,-6.395,"1",-3.23398946267825,-0.324346056823372,0,-2.15416508787577,0.479,131.912,207974,"4",27,"long"
"548","Cheap Thrills","Sia Featuring Sean Paul",1,52,7,27.5614525139665,26.0270355045672,"Sia",0.628,0.698,6,-5.608,"0",-2.25379492882461,-3.05336138639063,0.00143,-2.40019792186105,0.732,89.976,211667,"4",3,"long"
"549","Cheerleader","OMI",1,35,0,49,0,"OMI",0.78,0.68,4,-6.081,"1",-3.49002859536877,-1.95899538860397,1.2e-05,-1.98050159382493,0.594,118.026,180560,"4",3,"long"
"550","Cherry","Harry Styles",84,1,7,84,0,"Harry Styles",0.53,0.512,7,-9.261,"1",-3.65351231027664,-0.486133011175619,0.00453,-2.04794287462046,0.411,95.946,259187,"4",12,"short"
"551","Chicago Freestyle","Drake Featuring Giveon",14,12,7,61.9166666666667,20.8021131533935,"Drake",0.735,0.449,10,-7.507,"1",-1.05843049903528,-0.463624022281697,0,-2.1803674602698,0.0397,122.947,220488,"4",5,"medium"
"552","Chicken Noodle Soup","j-hope Featuring Becky G.",81,1,7,81,0,"j-hope",0.827,0.817,2,-4.081,"1",-2.35072546832198,-5.3063495382453,1.19e-05,-1.22417551164346,0.167,97.008,235497,"4",6,"short"
"553","Chicken Tendies","Clinton Kane",88,1,7,88,0,"Clinton Kane",0.57,0.689,7,-6.242,"1",-1.9173226922034,-1.02722229258144,0,-2.50225628812311,0.568,100.087,196844,"4",12,"short"
"554","Chickens","Future Featuring EST Gee",26,1,7,26,0,"Future",0.862,0.619,11,-6.197,"0",-1.50959257746438,-3.2114038100295,0,-1.37436579025462,0.624,148.059,195267,"4",6,"short"
"555","Childs Play","Drake",49,14,7,74.4329896907217,14.8477742555456,"Drake",0.746,0.475,10,-11.243,"0",-2.1803674602698,-4.04555439805267,1.1e-05,-1.62455155024415,0.292,80.006,241400,"4",5,"long"
"556","Chill Bill","Rob $tone Featuring J. Davi$ & Spooks",29,26,7,46.8111111111111,18.2431708777486,"Rob $tone",0.886,0.427,6,-10.028,"1",-1.93102153656156,-3.4673371841667,0.00099,-2.4013010659332,0.23,108.034,177184,"4",9,"long"
"557","Chillin' Like A Villain","Sofia Carson, Cameron Boyce, Booboo Stewart & Mitchell Hope",95,1,7,95,0,"Sofia Carson",0.697,0.775,8,-6.664,"1",-2.48891467118554,-3.44828898919601,0,-1.46101790731583,0.826,113.886,193792,"4",12,"short"
"558","China","Anuel AA, Daddy Yankee, Karol G, Ozuna & J Balvin",43,18,7,65.3888888888889,18.1310660347249,"Anuel AA",0.786,0.808,7,-3.702,"1",-2.42814831596939,-2.46982101236996,0.000289,-2.49859997692,0.609,105.027,301714,"4",8,"long"
"559","CHopstix","ScHoolboy Q + Travis Scott",85,1,7,85,0,"ScHoolboy Q + Travis Scott",0.958,0.597,9,-7.092,"0",-2.1982250776698,-3.08565698108198,0,-1.98050159382493,0.619,127.931,180453,"4",26,"short"
"560","Chosen","Blxst & Tyga Featuring Ty Dolla $ign",51,21,7,64.7142857142857,10.5291506636875,"Blxst",0.571,0.767,2,-5.16,"1",-1.24827306322252,-1.09064411901893,0,-2.51454145491769,0.605,93.421,161684,"4",5,"long"
"561","Christmas (Baby Please Come Home)","Darlene Love",16,12,7,29.5833333333333,10.6264143873145,"Darlene Love",0.325,0.759,8,-7.146,"1",-2.93746336543002,-0.928869514081015,0.000362,-2.56006132338876,0.36,126.627,166453,"4",12,"medium"
"562","Christmas Isn't Canceled (Just You)","Kelly Clarkson",79,2,7,86,7.26424330327879,"Kelly Clarkson",0.58,0.789,1,-4.918,"0",-3.08565698108198,-3.14888345304817,0,-1.9241486572738,0.572,139.901,231549,"4",14,"medium"
"563","Christmas Tree","V",79,1,7,79,0,"V",0.437,0.384,5,-8.384,"1",-3.17008566069877,-0.358104536748327,2.33e-05,-2.1119647333854,0.181,139.009,209947,"4",1,"short"
"564","Christmas Tree Farm","Taylor Swift",59,1,7,59,0,"Taylor Swift",0.598,0.68,7,-4.505,"1",-3.40822199659912,-2.81341071676004,0,-1.12701176318981,0.437,134.002,228027,"4",12,"short"
"565","Christmastime Is Here","Vince Guaraldi Trio",41,2,7,44.5,3.6321216516394,"Vince Guaraldi Trio",0.336,0.17,5,-17.225,"1",-3.42038020107893,-0.0439518875291828,0.661,-2.37623163316234,0.102,140.481,369707,"3",19,"medium"
"566","Chrome Heart Tags","Lil Uzi Vert",45,1,7,45,0,"Lil Uzi Vert",0.702,0.768,0,-4.055,"1",-2.70455631184795,-0.614336000135655,0,-2.25379492882461,0.574,70.056,212821,"4",12,"short"
"567","Chun-Li","Nicki Minaj",10,16,7,51.6875,26.0871827456244,"Nicki Minaj",0.686,0.73,6,-5.077,"0",-0.983499481567605,-1.2801341652915,4.76e-05,-2.24431618487007,0.474,128.943,191600,"5",11,"long"
"568","Church Bells","Carrie Underwood",43,17,7,64.7008547008547,17.0178734424889,"Carrie Underwood",0.575,0.844,3,-1.772,"0",-2.75986994983201,-1.48722027970985,0,-2.9224818118144,0.542,87.007,193333,"4",16,"long"
"569","Churchill Downs","Jack Harlow Featuring Drake",23,2,7,43,27.7488738510232,"Jack Harlow",0.71,0.522,11,-9.102,"1",-1.02165124753198,-0.486133011175619,0,-2.20727491318972,0.37,96.448,309327,"4",11,"medium"
"570","Cigarettes","Juice WRLD",43,5,7,73.6,17.41567921021,"Juice WRLD",0.587,0.614,2,-6.344,"1",-3.1349943408875,-3.4867552700238,0,-0.918793862092274,0.451,160.075,227527,"4",10,"medium"
"571","Cinderella Story","A Boogie Wit da Hoodie",95,1,7,95,0,"A Boogie Wit da Hoodie",0.639,0.571,4,-7.332,"1",-0.671385688778433,-1.30195321268614,0,-1.93794197940614,0.569,88.047,185455,"4",22,"short"
"572","Circles","Mac Miller",48,1,7,48,0,"Mac Miller",0.61,0.0316,9,-15.186,"1",-3.02413174807569,-0.109814866007207,0.00461,-2.22562405185792,0.37,151.964,170360,"4",10,"short"
"573","Circles","Megan Thee Stallion",94,1,7,94,0,"Megan Thee Stallion",0.842,0.789,6,-8.733,"0",-1.72597172869005,-3.63061054598996,0,-1.03563748950672,0.795,111.113,170641,"4",19,"short"
"574","Circles","Post Malone",1,61,7,8.78688524590164,6.0753497469556,"Post Malone",0.695,0.762,0,-3.497,"1",-3.23145460707506,-1.65025990695436,0.00244,-2.44992568089275,0.553,120.042,215280,"4",11,"long"
"575","Circles Around This Town","Maren Morris",52,17,7,72.0588235294118,11.2591161690993,"Maren Morris",0.591,0.814,4,-4.986,"1",-3.06187207605854,-4.19970507787993,0,-2.14558134418438,0.815,149.9,195760,"4",12,"long"
"576","Circus","Summer Walker",54,1,7,54,0,"Summer Walker",0.506,0.601,0,-8.647,"0",-2.32790290097834,-0.449416995637347,0,-2.04794287462046,0.648,74.111,132973,"4",13,"short"
"577","City Of Gods","Fivio Foreign, Kanye West & Alicia Keys",46,10,7,80.3,18.3195073030387,"Fivio Foreign",0.474,0.801,8,-5.978,"0",-0.980829253011726,-2.28278246569787,0,-1.13320373343773,0.497,147.356,256000,"4",13,"medium"
"578","Clear Da Air","Moneybagg Yo",100,1,7,100,0,"Moneybagg Yo",0.818,0.583,1,-7.525,"1",-1.25526609871349,-2.89860556282327,0,-1.54646311327271,0.17,129.811,192256,"4",12,"short"
"579","Climb Every Mountain","Jordan Smith",72,1,2,72,0,"Jordan Smith",0.211,0.498,6,-5.391,"1",-3.57555076880693,-0.805196684368568,7.72e-05,-1.83885107676191,0.362,99.428,190440,"4",12,"short"
"580","close","J. Cole",33,1,7,33,0,"J. Cole",0.691,0.64,0,-6.441,"1",-0.99695863494161,-0.671385688778433,0,-0.894040122939335,0.163,138.672,202040,"4",7,"short"
"581","Close","Nick Jonas Featuring Tove Lo",14,20,7,31.5255474452555,14.4980121821878,"Nick Jonas",0.654,0.623,6,-5.273,"0",-2.50103603171788,-1.37436579025462,0,-1.93794197940614,0.401,123.996,234213,"4",10,"long"
"582","Close Friends","Lil Baby",28,33,7,62.3030303030303,16.5916149433837,"Lil Baby",0.676,0.578,10,-4.669,"0",-0.980829253011726,-2.97789235542566,0,-2.5307411861318,0.698,158.896,203881,"4",8,"long"
"583","Close To Me","Ellie Goulding X Diplo Featuring Swae Lee",24,25,7,42.68,22.3920244422136,"Ellie Goulding",0.575,0.758,1,-5.029,"0",-2.78385191451849,-2.3496767005279,0,-0.931404369684203,0.493,144.107,182623,"4",14,"long"
"584","Closed On Sunday","Kanye West",17,2,7,50.5,34.7645929514056,"Kanye West",0.799,0.291,11,-7.353,"0",-3.44828898919601,-0.135819723142535,0.000641,-1.97328134585145,0.406,97.984,151873,"4",10,"medium"
"585","Closer","Saweetie Featuring H.E.R.",89,7,7,96.2857142857143,3.36030752560933,"Saweetie",0.833,0.691,6,-5.771,"1",-2.01740615076038,-1.97328134585145,2.99e-05,-2.03255795578099,0.866,110.985,168873,"4",8,"medium"
"586","Closer","The Chainsmokers Featuring Halsey",1,52,7,12.9640883977901,13.1088066599354,"The Chainsmokers",0.748,0.524,8,-5.599,"1",-3.38729447649316,-0.881889305156823,0,-2.1982250776698,0.661,95.01,244960,"4",16,"long"
"587","Closure","Summer Walker",60,1,7,60,0,"Summer Walker",0.809,0.586,0,-8.315,"1",-2.58627514417629,-1.60445037092306,3.83e-06,-1.83885107676191,0.561,134.973,131716,"3",13,"short"
"588","Closure","Taylor Swift",82,1,7,82,0,"Taylor Swift",0.689,0.704,9,-10.813,"1",-1.40649706843741,-0.180323554131282,4.83e-06,-2.00991547903123,0.92,151.884,180653,"5",12,"short"
"589","Clouds","NF",53,2,7,73,20.7549808665108,"NF",0.788,0.652,1,-3.931,"1",-0.903868211875598,-0.986176859338322,0,-0.281037529733112,0.812,128.108,243760,"4",2,"medium"
"590","Clout","Offset Featuring Cardi B",39,20,7,53.8,7.05089412157558,"Offset",0.919,0.622,1,-7.384,"1",-2.30558960201434,-1.4784096500277,4.24e-06,-2.10373423424888,0.424,140.022,205803,"4",6,"long"
"591","Club Paradise","Drake",85,1,7,85,0,"Drake",0.338,0.729,6,-6.419,"0",-2.28278246569787,-0.277071893339765,3.24e-05,-1.71479842809193,0.543,184.174,283816,"4",5,"short"
"592","Clueless","Polo G Featuring Pop Smoke & Fivio Foreign",79,1,7,79,0,"Polo G",0.734,0.712,6,-6.217,"0",-1.60445037092306,-0.939047718996771,0,-2.2730262907525,0.674,140.369,165405,"4",6,"short"
"593","Codeine Dreaming","Kodak Black Featuring Lil Wayne",52,14,7,72.8131868131868,14.4475388814628,"Kodak Black",0.736,0.604,1,-7.357,"0",-1.50507789710986,-2.73029581004953,6.43e-05,-2.0874737133771,0.574,155.007,264532,"4",11,"long"
"594","Coffee Bean","Travis Scott",68,1,7,68,0,"Travis Scott",0.81,0.582,5,-5.098,"0",-2.07944154167984,-2.45108510131249,0.00681,-1.57503648571677,0.503,95.004,209116,"4",12,"short"
"595","Cold","Maroon 5 Featuring Future",16,20,7,38.3,18.9652085854769,"Maroon 5",0.699,0.729,9,-6.325,"0",-2.32687778556309,-2.01740615076038,0,-3.08129016191564,0.425,99.81,234320,"4",8,"long"
"596","Cold As You","Luke Combs",32,20,7,59.8,17.4307261990813,"Luke Combs",0.598,0.846,6,-4.956,"1",-3.33822258250077,-2.94313982343482,0,-2.1803674602698,0.328,144.04,186107,"4",10,"long"
"597","Cold Beer Calling My Name","Jameson Rodgers Featuring Luke Combs",26,19,7,59.6842105263158,23.2004990871907,"Jameson Rodgers",0.581,0.86,7,-4.092,"1",-3.24419363285249,-3.03655426807425,0,-1.77785656405906,0.79,148.318,210480,"4",15,"long"
"598","Cold December","Rod Wave",38,6,7,70.1666666666667,20.2290743029549,"Rod Wave",0.646,0.533,11,-10.461,"1",-2.13707065451647,-2.8319141883246,1.75e-06,-1.3130438993803,0.249,169.913,192022,"4",8,"medium"
"599","Cold Heart (PNAU Remix)","Elton John & Dua Lipa",7,37,7,22.55078125,20.4215706645415,"Elton John",0.796,0.798,1,-6.312,"1",-3.4514385980989,-3.38139475436598,4.19e-05,-2.35177533718482,0.942,116.032,202735,"4",10,"long"
"600","Cold Water","Major Lazer Featuring Justin Bieber & MO",2,27,6,15.9032258064516,15.2773030845737,"Major Lazer",0.608,0.798,6,-5.092,"0",-3.14191478373207,-2.60911025324731,0,-1.8578992717326,0.501,92.943,185360,"4",11,"long"
"601","Colombia, Mi Encanto","Carlos Vives",100,1,7,100,0,"Carlos Vives",0.718,0.88,0,-7.567,"1",-2.20727491318972,-3.80316860051606,0,-0.0965109003808437,0.814,124.007,175280,"4",12,"short"
"602","Come & Go","Juice WRLD x Marshmello",2,20,7,23.05,12.5126267161667,"Juice WRLD",0.625,0.814,0,-5.181,"1",-2.72265635349157,-4.06284589516273,0,-1.84516024595517,0.535,144.991,205485,"4",10,"long"
"603","Come And See Me","PARTYNEXTDOOR Featuring Drake",55,24,6,73.3067484662577,15.2628538374545,"PARTYNEXTDOOR",0.717,0.347,11,-10.265,"0",-2.75514180863606,-2.97397078177248,2.43e-06,-2.44184716032755,0.0589,84.987,235477,"4",13,"long"
"604","Come Around Me","Justin Bieber",86,1,7,86,0,"Justin Bieber",0.648,0.681,2,-8.389,"0",-3.2754461763566,-1.33560124680437,0.00783,-2.33201390368486,0.767,157.941,200773,"4",13,"short"
"605","Come Back As A Country Boy","Blake Shelton",81,13,7,90.5384615384615,5.8448604057234,"Blake Shelton",0.487,0.796,7,-3.9,"0",-3.38434026459573,-3.92713664323819,0.000192,-1.11779510808488,0.44,76.037,221693,"4",13,"long"
"606","Come Back To Earth","Mac Miller",91,1,7,91,0,"Mac Miller",0.272,0.238,2,-12.148,"0",-3.35526844977376,-0.116533816255952,0.00925,-1.29098418131557,0.119,83.507,161840,"4",10,"short"
"607","Come Back...Be Here (Taylor's Version)","Taylor Swift",87,1,7,87,0,"Taylor Swift",0.46,0.632,4,-6.031,"1",-3.49991335460131,-4.14774533894922,0,-2.49859997692,0.399,79.846,223333,"4",12,"short"
"608","Come Get Her","Rae Sremmurd",56,19,0,84.945945945946,10.2684683103879,"Rae Sremmurd",0.689,0.564,2,-6.226,"1",-1.99510039324608,-1.67664666212755,0,-2.62970123469123,0.123,185.023,212947,"4",12,"long"
"609","Come Out And Play","Billie Eilish",69,1,7,69,0,"Billie Eilish",0.64,0.321,0,-14.604,"1",-2.37408109469912,-0.366725279792234,0.0307,-2.17155683058764,0.177,145.045,210376,"4",13,"short"
"610","Come This Way","Lil Uzi Vert",83,1,7,83,0,"Lil Uzi Vert",0.682,0.741,1,-4.489,"1",-1.39030238251743,-2.06356819252355,0,-1.43129172705063,0.619,164.043,172757,"4",12,"short"
"611","Come Through","H.E.R. Featuring Chris Brown",64,18,7,83.7777777777778,10.1207817001565,"H.E.R.",0.615,0.422,5,-8.019,"0",-2.98776410390481,-0.504181081047322,0,-2.18925640768704,0.185,135.859,214094,"5",6,"long"
"612","Come Thru","Summer Walker & Usher",42,19,7,82.6842105263158,14.6045698644308,"Summer Walker",0.679,0.728,5,-3.092,"0",-1.87080267656851,-1.83885107676191,0,-2.23492644452023,0.46,152.001,181013,"4",13,"long"
"613","Come To Life","Kanye West",77,1,7,77,0,"Kanye West",0.44,0.465,3,-6.592,"1",-3.44828898919601,-0.372514007968479,1.26e-06,-0.95711272639441,0.241,126.937,310394,"4",10,"short"
"614","Comin Out Strong","Future Featuring The Weeknd",48,3,7,75,20.5450724019167,"Future",0.628,0.481,1,-7.775,"1",-0.744440474947496,-1.23787435600162,0,-2.13707065451647,0.33,108.761,254370,"5",6,"medium"
"615","Coming Home","Keith Urban Featuring Julia Michaels",50,7,7,72,16.8461172578926,"Keith Urban",0.383,0.703,4,-6.988,"1",-1.4784096500277,-1.53247687129797,5.47e-06,-2.03255795578099,0.57,88.502,213939,"4",11,"medium"
"616","Commercial","Lil Baby Featuring Lil Uzi Vert",23,2,7,45.5,23.3493534748247,"Lil Baby",0.892,0.486,11,-8.637,"0",-0.95711272639441,-3.03655426807425,0,-1.9241486572738,0.535,120.998,214215,"4",8,"medium"
"617","Company","Justin Bieber",53,12,0,68.3333333333333,14.2656732740612,"Justin Bieber",0.59,0.797,4,-4.901,"0",-2.79034544382904,-2.02495335639577,0,-2.46982101236996,0.425,94.948,208120,"4",13,"medium"
"618","Complicated","Mac Miller",63,1,7,63,0,"Mac Miller",0.831,0.36,0,-8.073,"1",-2.95459033022282,-1.99510039324608,0.00216,-2.65498348016552,0.601,75.015,232212,"4",10,"short"
"619","Computer Murderers","Lil Durk",61,1,7,61,0,"Lil Durk",0.672,0.564,1,-10.418,"1",-1.69826912614072,-7.80424338356011,0,-2.41575379109968,0.195,173.007,139533,"4",8,"short"
"620","Con Calma","Daddy Yankee & Katy Perry Featuring Snow",22,25,7,47.6,20.5527076830146,"Daddy Yankee",0.737,0.86,8,-2.652,"0",-2.82346105261354,-2.20727491318972,1.94e-06,-2.85771097565662,0.656,93.989,193227,"4",12,"long"
"621","Coney Island","Taylor Swift Featuring The National",63,1,7,63,0,"Taylor Swift",0.537,0.537,8,-11.266,"1",-2.7854713480708,-0.199671195129068,0.000904,-1.95192822138088,0.292,107.895,275320,"4",12,"short"
"622","Confession","Florida Georgia Line",53,20,7,71.1086956521739,15.1872424288555,"Florida Georgia Line",0.549,0.878,1,-5.066,"1",-3.32980738557548,-2.24431618487007,6.07e-05,-1.73727128394399,0.44,104.98,190640,"4",20,"long"
"623","Confessions Of A Dangerous Mind","Logic",78,1,7,78,0,"Logic",0.806,0.756,7,-4.093,"0",-1.57021719928082,-0.954511944694353,0,-2.20727491318972,0.637,141.97,283867,"4",5,"short"
"624","Confident","Demi Lovato",21,20,0,44.4307692307692,19.6556045051161,"Demi Lovato",0.594,0.749,3,-6.251,"1",-2.69266909906391,-6.27648350214028,0.000139,-2.44299724671079,0.344,130.064,205746,"4",11,"long"
"625","Congratulations","Post Malone Featuring Quavo",8,50,7,30.22,20.404930860907,"Post Malone",0.63,0.804,6,-4.183,"1",-3.31593753771133,-1.53711725085447,0,-1.37436579025462,0.492,123.146,220293,"4",11,"long"
"626","Conscience","Kodak Black Featuring Future",93,1,7,93,0,"Kodak Black",0.666,0.693,1,-3.638,"1",-1.61445045425764,-3.05760767727208,0,-2.16282315061889,0.132,159.972,219754,"4",11,"short"
"627","Consequences","Camila Cabello",51,12,7,73.6666666666667,14.0020078881423,"Camila Cabello",0.455,0.292,0,-6.792,"1",-2.87706074383649,-0.117658043468232,0,-2.24431618487007,0.43,84.339,178467,"5",14,"medium"
"628","Constant Bulls**t","Summer Walker",49,1,7,49,0,"Summer Walker",0.438,0.54,4,-9.456,"0",-2.95843648881029,-1.50058350752202,0,-1.95899538860397,0.389,118.581,197094,"4",13,"short"
"629","Contra","Logic",60,1,7,60,0,"Logic",0.804,0.823,8,-5.837,"1",-3.02002496612304,-2.26336437984076,0,-1.6094379124341,0.616,126.007,217147,"4",5,"short"
"630","Controlla","Drake",16,26,7,27.1061452513966,8.78487695686871,"Drake",0.59,0.468,10,-11.083,"0",-1.68739945390381,-2.53957405113031,0,-2.29263476214088,0.349,92.287,245227,"4",5,"long"
"631","Conversations","Juice WRLD",7,6,7,60.6666666666667,29.5004478400622,"Juice WRLD",0.747,0.622,11,-5.825,"1",-2.4793222714941,-1.73727128394399,0,-1.89047544216721,0.57,159.93,181661,"4",10,"medium"
"632","Conversations In The Dark","John Legend",86,1,7,86,0,"John Legend",0.572,0.742,8,-4.589,"0",-3.36101559202932,-1.40649706843741,0,-2.22562405185792,0.376,127.19,210236,"4",11,"short"
"633","Cool","Jonas Brothers",27,17,7,64.2941176470588,15.3878407540105,"Jonas Brothers",0.683,0.598,0,-5.487,"1",-3.1629681929299,-4.74098990913063,0,-1.8578992717326,0.62,78.969,167107,"4",14,"long"
"634","Cool Again","Kane Brown",29,20,7,60.65,20.1875825498902,"Kane Brown",0.608,0.735,4,-5.497,"1",-3.29413830936875,-4.16048436472665,1.69e-06,-1.01887732064926,0.773,90.007,164668,"4",10,"long"
"635","Cool Girl","Tove Lo",84,5,7,94,6.79099750101732,"Tove Lo",0.674,0.694,9,-7.076,"0",-2.21640739675299,-1.16155208844198,7.17e-06,-2.58760404802634,0.203,101.993,199179,"4",7,"medium"
"636","Cooler Than A Bitch","Gunna Featuring Roddy Ricch",41,3,7,70.3333333333333,21.5158856042073,"Gunna",0.837,0.586,11,-8.521,"0",-2.51701670370623,-1.26940060964839,0,-2.00991547903123,0.618,117.066,197000,"4",5,"medium"
"637","Cooped Up","Post Malone Featuring Roddy Ricch",29,1,4,29,0,"Post Malone",0.669,0.773,0,-5.619,"1",-1.8773173575897,-3.27016911925575,0,-2.1803674602698,0.377,93.923,185857,"4",11,"short"
"638","Cop Shot The Kid","Nas Featuring Kanye West",96,1,7,96,0,"Nas",0.442,0.71,7,-5.142,"1",-0.379797361359587,-3.63439126882987,0,-0.481266821524446,0.508,205.116,167908,"4",3,"short"
"639","Corazon","Maluma X Nego do Borel",87,9,7,93.5555555555556,3.65344635254113,"Maluma",0.722,0.738,9,-6.073,"0",-1.39836694235416,-1.11474167059799,1.47e-05,-1.6194882482876,0.748,198.075,184720,"4",6,"medium"
"640","Cornelia Street","Taylor Swift",57,1,7,57,0,"Taylor Swift",0.824,0.624,0,-9.728,"1",-2.49253567695249,-0.247180129142451,0.000189,-2.30258509299405,0.248,102.012,287267,"4",12,"short"
"641","Corso","Tyler, The Creator",55,1,7,55,0,"Tyler",0.703,0.845,10,-4.851,"0",-1.08767234862978,-1.77785656405906,0,-2.10373423424888,0.745,97.672,146482,"4",5,"short"
"642","Costa Rica","Dreamville Featuring Bas, JID, Guapdad 4000, Reese LAFLARE, Jace, Mez, Smokepurpp, Buddy & Ski Mask ",75,1,7,75,0,"Dreamville",0.642,0.647,7,-6.312,"0",-0.84863208340034,-0.659712404473708,0,-2.73490765527209,0.664,120.749,217867,"4",10,"short"
"643","Could've Been","H.E.R. Featuring Bryson Tiller",76,1,7,76,0,"H.E.R.",0.45,0.352,1,-11.733,"0",-1.32050662058189,-0.432322562278047,3.8e-06,-1.39030238251743,0.408,102.679,252747,"4",6,"short"
"644","Count Me Out","Kendrick Lamar",20,1,4,20,0,"Kendrick Lamar",0.776,0.431,4,-7.544,"0",-2.39689577246529,-0.398986142010455,0,-1.8773173575897,0.495,133.999,283642,"4",14,"short"
"645","Country Again","Thomas Rhett",42,20,7,69.55,20.2727179609736,"Thomas Rhett",0.359,0.706,5,-6.151,"1",-3.47699909507844,-7.41525311265545,0,-1.25526609871349,0.479,174.079,171333,"4",12,"long"
"646","Country Nation","Brad Paisley",94,2,7,94,0,"Brad Paisley",0.387,0.861,4,-5.529,"1",-3.18689277901515,-3.24676102835774,0.00047,-2.30258509299405,0.482,177.94,225413,"4",12,"medium"
"647","Cover Me Up","Morgan Wallen",52,10,7,80.1,15.6456689381355,"Morgan Wallen",0.549,0.44,7,-8.192,"1",-3.63439126882987,-1.46101790731583,7.37e-06,-2.23492644452023,0.214,128.01,293707,"3",13,"medium"
"648","Cowboy Like Me","Taylor Swift",71,1,7,71,0,"Taylor Swift",0.604,0.517,0,-9.014,"1",-3.36101559202932,-0.263965545834465,0.000155,-2.09557092360972,0.511,127.967,275040,"4",12,"short"
"649","Cozy Little Christmas","Katy Perry",53,2,7,60.5,7.78311782494156,"Katy Perry",0.774,0.608,7,-6.264,"1",-2.05572501506252,-2.05572501506252,0,-2.41351665370133,0.56,137.494,182521,"4",10,"medium"
"650","Cranes In The Sky","Solange",74,2,7,86.5,12.9718630415693,"Solange",0.719,0.615,6,-5.972,"1",-3.10109278921182,-0.896488104577975,0.000147,-1.44816976483798,0.465,96.988,250973,"4",7,"medium"
